#   size of mask=      28.0000 s
#     mean LC =   3.7938278e+08
#  optimal aperture, jitter correction not done
#   mag=      11.8590
#           time-2400000.0,         flux,         fluxerr    xbarycentre(pixels)  ybarycentre(pixels)   
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       5946.3734       129.42784       79.901962       98.037832
        58095.4675846472091507       1.0011147405612606       0.0000534722665027        -1.4001710205E-02         2.2715552561E-03
        58095.4880199838953558       1.0012950518136188       0.0000534765053203        -1.0296661368E-02         3.6150190911E-03
        58095.5901972719730111       1.0019895335281617       0.0000534956745158         1.2843418303E-02         2.7976871519E-03
        58095.6310681494214805       1.0020939636135016       0.0000534995801466         1.1526896232E-02         5.9029439599E-04
        58095.6515035886623082       1.0021222519412611       0.0000535018052627         1.3556428022E-02         1.4377798462E-04
        58095.6719389282588963       1.0022598905812055       0.0000535096985848         1.1333145023E-02         6.2334783501E-04
        58095.6923744680898380       1.0023762011167157       0.0000535145823424         9.1773081598E-03         9.8763799815E-04
        58095.7128099082619883       1.0022356862234760       0.0000535155657715         8.9882119259E-03         8.5292353808E-04
        58095.7332452487898991       1.0025680025394308       0.0000535344693218         6.7938725937E-03         3.3206160672E-03
        58095.7536807896685787       1.0024135772339082       0.0000535297545036         3.7205700012E-03         4.4728506691E-03
        58095.7741162308884668       1.0023421514260751       0.0000535301342012         3.4758903434E-03         2.6864377337E-03
        58095.8149871141577023       1.0022773965362064       0.0000535234380232         5.7047624046E-03        -1.9860787583E-05
        58095.9580352158809546       1.0027839635808893       0.0000534718383626        -1.1909220471E-02        -3.9834222017E-03
        58095.9784706602513324       1.0029199277673373       0.0000534747527255        -8.9759517064E-03        -3.9764970740E-03
        58095.9989061049709562       1.0028624178239858       0.0000534753094299        -5.3931191970E-03        -4.3247513139E-03
        58096.0193415499161347       1.0030962413467051       0.0000534940796089        -2.1460228474E-03        -4.5730964186E-03
        58096.0397770953350118       1.0031503163088640       0.0000534993574618         1.8165679917E-03        -4.5630776038E-03
        58096.0806478869781131       1.0032471187676393       0.0000534964004502         1.0284808712E-03        -3.2606934761E-03
        58096.1010834332118975       1.0031481972168184       0.0000534993301236         2.5999370141E-03        -3.9770745331E-03
        58096.1419542268340592       1.0032385293718684       0.0000534972365799         1.6679983478E-03        -4.7183283770E-03
        58096.1623897739991662       1.0032479698121453       0.0000535159540312         3.6797327695E-03        -3.7202407902E-03
        58096.2032605694839731       1.0030476505582251       0.0000535267460951         1.0978001160E-03        -1.1567544406E-03
        58096.2236961176968180       1.0030682338522288       0.0000535340985233         2.3536242500E-03        -6.1005666317E-04
        58096.2850024643048528       1.0032320123875913       0.0000535918900785         3.3417273499E-03        -2.7027120693E-03
        58096.3054379136810894       1.0029049750979893       0.0000535920084711         2.7055187839E-03        -1.7684762718E-03
        58096.3258733635157114       1.0030179990810992       0.0000536015720298         1.6708316232E-03        -1.2796972764E-03
        58096.4280506172581227       1.0036969509633547       0.0000535446912007         1.3431638659E-03        -4.4190996603E-03
        58096.4484861689561512       1.0035388011958135       0.0000535401451526         1.9287111890E-04        -2.8792556793E-03
        58096.4689215208927635       1.0036465408764985       0.0000535449062236         9.1001457534E-04        -2.9927834180E-03
        58096.4893569732957985       1.0036747220022666       0.0000535431884487         8.3399481318E-04        -3.0406093496E-03
        58096.5097925259251497       1.0036184794221599       0.0000535423810612         8.6178956684E-04        -3.2522943191E-03
        58096.5302278787930845       1.0034900491042256       0.0000535412475949         1.2502625947E-03        -3.5910042807E-03
        58096.5506633321274421       1.0035016312832719       0.0000535455940491         1.4100520504E-03        -2.8142708830E-03
        58096.5710988856881158       1.0035927138014371       0.0000535528490485         2.6665196472E-03        -3.2120406202E-03
        58096.5915342396037886       1.0035794878233553       0.0000535602353761         2.5949631501E-03        -1.2530522323E-03
        58096.6324052482450497       1.0033280409518650       0.0000535677787435         5.0261033862E-03         5.4115298171E-04
        58096.6732761582825333       1.0032530298431295       0.0000535804175219         5.1730748397E-03         3.5531920819E-04
        58096.6937115137116052       1.0033803634343321       0.0000535939863015         4.9952250745E-03         5.8681475131E-04
        58096.7141469694906846       1.0033394658940635       0.0000536034461521         4.7996089356E-03        -5.0427331346E-04
        58096.7345825256197713       1.0033183517363582       0.0000536162314778         1.7272971035E-03         5.0824960805E-04
        58096.7754533386832918       1.0036401333437868       0.0000536608130421         1.9061125824E-03        -1.0987040417E-04
        58096.8163242530281423       1.0037307245626994       0.0000537098670592         1.0760680743E-03         8.5723216762E-04
        58096.8367597106698668       1.0034916961073417       0.0000537326899764         4.6662015163E-03        -2.1694019260E-03
        58096.8571952686615987       1.0036245641723136       0.0000537597048617         5.3645253120E-03        -3.0740704906E-03
        58096.8980661854511709       1.0033601712176028       0.0000535898967115         6.1633139653E-03         8.1910255983E-04
        58096.9389371035213117       1.0034809515913967       0.0000536217019771         1.9224391948E-03         3.6429730052E-03
        58096.9593725630256813       1.0036254148746213       0.0000536429725624        -5.0686216854E-04         2.9669317245E-03
        58096.9798080228792969       1.0037233165346204       0.0000536618225049         6.4198093462E-03         6.2310551417E-04
        58097.0206790433949209       1.0038655829799545       0.0000537144984873         3.6503581492E-03         1.4683982053E-03
        58097.0411144041718217       1.0037310512269286       0.0000537422969314         7.3815650596E-03        -1.3065124469E-03
        58097.0615498651895905       1.0037822655626722       0.0000537684284477         7.6069547307E-03        -2.1507441107E-03
        58097.0819854265573667       1.0039413685648546       0.0000538072748632         5.4082850946E-03        -3.5009654853E-04
        58097.1432918125137803       1.0040293282444290       0.0000535228570168        -1.8516178654E-02         1.5449673619E-03
        58097.1637271750369109       1.0041329696633552       0.0000535171185277        -6.0412240942E-03        -3.4005110968E-04
        58097.1841627379180863       1.0041672875282150       0.0000535175417801        -3.6811655706E-03        -6.5491005272E-04
        58097.2045982011477463       1.0040807590118872       0.0000535172479392        -2.6778198820E-03         6.5151665836E-04
        58097.2250335647258908       1.0040151829909576       0.0000535140610970        -4.1630148901E-04         2.4321324160E-04
        58097.2659045926920953       1.0041316611629600       0.0000535222925422         4.7674697586E-03         1.2856425689E-03
        58097.2863400570786325       1.0040835368862628       0.0000535220790233         3.3447853367E-03         1.8486417701E-03
        58097.3067755218216917       1.0042121570223961       0.0000535280258056         2.7308686179E-03         1.5209096987E-03
        58097.3272109867975814       1.0041753178359236       0.0000535324669277         3.6402811613E-03         1.4262294141E-03
        58097.3476464522318565       1.0041017715331468       0.0000535376166583         3.4241162580E-03         1.8585940911E-03
        58097.4089528500626329       1.0041400385173413       0.0000535112906490         2.7737505655E-03         1.0682261711E-03
        58097.5724365911592031       1.0041457896705785       0.0000535335703420         1.7661695949E-03         1.8388656373E-03
        58097.5928721602031146       1.0039490692048252       0.0000535341806899         3.5670160275E-03         1.3915453962E-04
        58097.6133075294856098       1.0040933804672745       0.0000535492622284         5.2959165782E-03         5.6145967312E-04
        58097.6541785689769313       1.0040375580635614       0.0000535513204080         5.5392219148E-03         1.1721522529E-03
        58097.6746139391907491       1.0040099802602409       0.0000535584115967         5.6531464852E-03         4.7910397855E-04
        58097.7154849805447157       1.0039778922192517       0.0000535734917250         6.0356774675E-03        -3.4259952729E-04
        58097.7563559230693500       1.0042177156005889       0.0000535964067273         1.8601679151E-03         1.1909011356E-04
        58097.7767913947900524       1.0042396508118789       0.0000536068524976         2.8312694003E-04         1.4247721992E-03
        58097.8176623391773319       1.0042631085188154       0.0000536280559278         7.8457757677E-03        -1.4814323806E-03
        58097.8380978118293569       1.0043244773648727       0.0000536458146944         4.4627102212E-03        -1.4746386523E-03
        58097.8789687579555903       1.0042677191251190       0.0000535357432419         3.5406660465E-03        -8.6595033185E-04
        58097.8994042314297985       1.0040411803291041       0.0000535394476925         3.9442914977E-03        -4.9864348554E-04
        58097.9198398052540142       1.0041140053332649       0.0000535515673096         4.1212215174E-03        -1.7217535571E-03
        58097.9402752794194384       1.0040557731525701       0.0000535565125066         5.2332108973E-03        -1.1281955055E-03
        58097.9607106538242078       1.0041975394631455       0.0000535714008106         4.0878697995E-03        -2.4746755123E-03
        58097.9811462285797461       1.0042727586242171       0.0000535832152332         2.6859452299E-03        -5.4435102811E-04
        58098.0015817035600776       1.0043631087801794       0.0000536055214094         4.9797648362E-04         8.7225971004E-04
        58098.0220170788961696       1.0042846298311134       0.0000536159676441         4.2166743787E-03        -8.1285704156E-04
        58098.0628880303847836       1.0045915483009491       0.0000536576258171         4.0871376057E-03        -1.5532880077E-03
        58098.0833235066456837       1.0042728805239338       0.0000536705685161         5.9532736048E-03        -3.4378880624E-03
        58098.1241944599896669       1.0043318106558357       0.0000535157867922        -2.6687643991E-03         1.2713180212E-03
        58098.1446300370735116       1.0044090589798640       0.0000535232768734        -5.3443497063E-05         1.4212824801E-04
        58098.1650655145058408       1.0041430315689630       0.0000535207281770         2.9569662631E-03         5.0773489012E-05
        58098.1855008921702392       1.0042931597817997       0.0000535295412202         3.3979141032E-03        -2.6674894877E-04
        58098.2059364701781305       1.0041594562672369       0.0000535325021579         2.9083402878E-03        -3.8162194983E-04
        58098.2672429059603019       1.0043450234008422       0.0000535649176040         3.0024905964E-03        -1.4329800866E-03
        58098.2876783851388609       1.0045740939995371       0.0000535822772823         1.0973615065E-03        -6.9475188973E-04
        58098.3081137646659045       1.0044752730550177       0.0000535938376318         1.9739655214E-04        -8.6566550640E-04
        58098.3694204048661049       1.0044597876313079       0.0000534780315189        -2.5179799910E-03        -1.3988038631E-03
