#   size of mask=      120.000 s
#     mean LC =   7.6137862e+09
#  optimal aperture, centroid not target, jitter correction not done
#   mag=      8.86300
#           time-2400000.0,         flux,         fluxerr    xbarycentre(pixels)  ybarycentre(pixels)   
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       638.23265       39.599511       25.372838       28.894669
        58095.4676194548083004       1.0001961343269063       0.0000115727133530        -1.6304802711E-03        -6.3350754919E-05
        58095.4880547998764087       1.0002074499609450       0.0000115728524642        -1.5406553693E-03        -1.2072121871E-04
        58095.5084902454109397       1.0002055080707826       0.0000115728597171        -1.2641547387E-03         5.2392609363E-04
        58095.5289257911717868       1.0002449034975787       0.0000115731025175         2.9405204270E-04         2.4449696106E-03
        58095.5493611372876330       1.0002391052784829       0.0000115730451123        -7.4798943039E-08         2.4262252536E-03
        58095.5697966838706634       1.0003316101102659       0.0000115736328018        -7.5084991147E-04         1.7766652520E-03
        58095.5902321305620717       1.0003131210814302       0.0000115735394508        -2.2460940387E-03        -1.2301565665E-03
        58095.6106674777256558       1.0002891767263891       0.0000115734659043        -1.4758896263E-03        -1.0296052570E-03
        58095.6311030251235934       1.0003318337603706       0.0000115736965408        -2.1221072031E-03        -2.9975248866E-03
        58095.6515384728627396       1.0003008193077096       0.0000115735844204        -2.0799844055E-03        -3.2874563436E-03
        58095.6719738209576462       1.0002480964872533       0.0000115732207733        -2.7337323351E-03        -4.9466994194E-03
        58095.6924093692869064       1.0002749018715420       0.0000115733376929        -1.7038296425E-03        -3.7848461920E-03
        58095.7128448179573752       1.0002948903197268       0.0000115734528954        -2.0036768992E-04        -1.0051576730E-03
        58095.7741511660788092       1.0003134459257468       0.0000115710446866         8.3256914690E-04         3.2634272496E-03
        58095.7945866160371224       1.0002272460301793       0.0000115705059849         2.1151019775E-03         4.2714346211E-03
        58095.8150220663446817       1.0002440072696726       0.0000115701374482         1.4612256172E-03         2.7696655211E-03
        58095.8354575169942109       1.0002561339275957       0.0000115698222917         1.5758281090E-03         2.6370224212E-03
        58095.8558929678838467       1.0002340767954803       0.0000115697073630         2.0927348903E-03         3.6045578593E-03
        58095.9171993226409541       1.0002702286009046       0.0000115686088051         9.5870382273E-04         9.5968756897E-04
        58095.9376347748111584       1.0002734866889280       0.0000115686695843         1.0536391295E-03         1.3207960055E-03
        58095.9580702274397481       1.0003416961584459       0.0000115690639510         2.5864411029E-04        -2.7071971527E-04
        58095.9785056801920291       1.0002726301443043       0.0000115687521896        -8.7706222276E-06        -5.4776314567E-04
        58095.9989411334099714       1.0002872483324308       0.0000115690471256        -4.7764466441E-04        -1.2400656892E-03
        58096.0398121407706640       1.0002904717037839       0.0000115696174417         5.9465472201E-04         7.9078658606E-04
        58096.0602474948027520       1.0002702766930667       0.0000115695946161         8.5727596742E-04         3.8334341630E-04
        58096.0806829492939869       1.0003024857468599       0.0000115694271751         7.8741103231E-04        -3.3218264186E-04
        58096.1011185040260898       1.0002720045810023       0.0000115693214291         1.1192395769E-03        -4.4511645418E-04
        58096.1215538591059158       1.0003278392203425       0.0000115696454387         8.3999276949E-04        -1.5854372675E-03
        58096.1419893145284732       1.0003051679131303       0.0000115689958090         2.4268680424E-04        -2.8774447814E-03
        58096.1624248701918987       1.0003076540732574       0.0000115689746802         1.1659924255E-03        -1.3382325534E-03
        58096.1828602262030472       1.0002671536438899       0.0000115687540978         1.8896739442E-03        -9.3289259505E-05
        58096.2032956825569272       1.0002727845041801       0.0000115687406246         2.1097968486E-03         3.3849681422E-04
        58096.2237312391516753       1.0002799643366784       0.0000115689542532         2.0790460362E-03         5.5119646704E-04
        58096.2850376110218349       1.0003134582164026       0.0000115714519638         6.9150242133E-04        -3.4813178023E-04
        58096.3054730688963900       1.0003019167814342       0.0000115714125058         2.1800001531E-03         2.1551095997E-03
        58096.3259085271129152       1.0003314902453802       0.0000115716596286         2.5616315430E-03         3.2759878381E-03
        58096.3463439856859623       1.0003393434135648       0.0000115719105636         2.4985100181E-03         3.7329596135E-03
        58096.4076503632604727       1.0003626582216929       0.0000115713739133         3.2052742020E-04         3.7773324165E-04
        58096.4280858229976729       1.0003038391967047       0.0000115711626022        -5.9096729090E-04        -6.3142778279E-04
        58096.4485213830776047       1.0003108903821074       0.0000115712161834         3.6889008957E-04         2.9507511683E-04
        58096.4689567435125355       1.0003322144041014       0.0000115713140495         8.3306126343E-04         1.2210407210E-04
        58096.4893922041810583       1.0003365857033568       0.0000115712631075         6.5134615306E-04        -1.4768042612E-04
        58096.5098277653087280       1.0003818816757279       0.0000115714199902        -4.8607894753E-05        -1.1199843867E-03
        58096.5302631266749813       1.0003820347570596       0.0000115713608861        -1.2045140934E-03        -3.7587146696E-03
        58096.5506985882748268       1.0003844269451745       0.0000115713934544        -1.7588289597E-04        -2.9242026795E-03
        58096.5711341502174037       1.0003611167803865       0.0000115712955034        -7.3034762245E-04        -4.1631512571E-03
