#   size of mask=       182.0000
#     mean LC =   4.6016877e+09
# full imagette as aperture, jitter correction not done
#   mag=      9.42500
#           time-2400000.0,         flux,         fluxerr    xbarycentre(pixels)  ybarycentre(pixels)   
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       1186.4592       59.684152       41.174550       56.901350
        58095.5083539769693743       1.0007233775802111       0.0000151183029041        -2.4640855323E-03        -3.0100041262E-03
        58095.5287894990979112       1.0006559098026064       0.0000151170783436        -2.2929522349E-03        -4.3678339486E-04
        58095.5492248214650317       1.0006807474555806       0.0000151169515036        -1.5020753353E-03         7.1797048256E-04
        58095.5696603440665058       1.0005776464105371       0.0000151163354523        -9.9679291798E-04         1.8086244350E-03
        58095.5900957671256037       1.0004761190575373       0.0000151154487631        -6.7202707262E-04         1.3779124119E-03
        58095.6105310906568775       1.0005098439175908       0.0000151154857882        -1.8214472995E-03        -1.1230697490E-03
        58095.6309666141896741       1.0005260951610948       0.0000151150615132        -2.7161958508E-03        -1.6268616476E-04
        58095.6514020384129253       1.0005174582586862       0.0000151142845048        -2.1249480862E-03        -3.1205550439E-03
        58095.6718373627591063       1.0004846327857679       0.0000151135041517        -1.7192726047E-03        -6.1528256529E-03
        58095.6922728874560562       1.0005812343964835       0.0000151131679716        -1.3485895252E-03        -8.0111777587E-03
        58095.7127083124942146       1.0006321939078233       0.0000151120588908        -1.5225221812E-03        -1.0062382859E-02
        58095.7740145897187176       1.0006220388556817       0.0000151004387734        -2.0227582449E-04        -1.0836527121E-02
        58095.7944500161611359       1.0006489265238128       0.0000150992893650         9.5221799879E-04        -7.5430969445E-03
        58095.8148854429528001       1.0006042007188853       0.0000150972924469        -5.5326012644E-05        -4.3886873684E-03
        58095.8353208699700190       1.0006240953536589       0.0000150947495904        -5.2293921791E-05        -8.3227756907E-05
        58095.8557562974601751       1.0005704973481484       0.0000150929935384         8.1433980706E-04         1.9966154373E-03
        58095.9170625816695974       1.0008048614346916       0.0000151064946332         9.4307761316E-04         4.6164578983E-03
        58095.9374980104403221       1.0007767323271797       0.0000151062003853         1.5057881946E-03         3.8445176942E-03
        58095.9579334394366015       1.0007585930950695       0.0000151055372054         1.8227811456E-03         5.6787914714E-03
        58095.9783688689058181       1.0006750239217803       0.0000151047439503         1.7869070077E-03         7.0094755603E-03
        58095.9988042986078653       1.0006316310884968       0.0000151054730096         1.8553983906E-03         9.2232132323E-03
        58096.0192397287682979       1.0005598308702810       0.0000151057539071         2.0740129335E-03         9.0002802055E-03
        58096.0396752591695986       1.0005438418251886       0.0000151053031140         2.0593658919E-03         8.5170149435E-03
        58096.0601105899186223       1.0005578637813839       0.0000151052450430         1.0749910995E-03         8.8568927256E-03
        58096.0805460208939621       1.0004044117756921       0.0000151024677529         1.2912691611E-03         8.5758228756E-03
        58096.1009815523430007       1.0006055141389205       0.0000151033240321         1.1724793823E-03         4.3025147628E-03
        58096.1214168841397623       1.0006396825718404       0.0000151022772645         2.0882174079E-04         2.2489981370E-03
        58096.1418523161628400       1.0006855029618400       0.0000151001561809         1.1675396016E-04         1.4606755615E-03
        58096.1622878485432011       1.0007780923409915       0.0000150992552107         2.6260624038E-04        -3.1070857801E-04
        58096.1827231812712853       1.0008840756427759       0.0000150986501586        -1.8163932203E-04        -1.0903028242E-03
        58096.2031586143421009       1.0009266478197714       0.0000150978785953         8.4450716206E-04        -2.6447106405E-03
        58096.2235941477701999       1.0010311072382914       0.0000150980684799         1.9474686382E-03        -3.7840027538E-03
        58096.3257713195489487       1.0010625639597996       0.0000150988225190         3.9013432755E-03         7.0640323085E-03
        58096.3462067549553467       1.0009737068170028       0.0000150971723584         4.5608323854E-03         5.5670119111E-03
        58096.4075130630299100       1.0008911274016374       0.0000151099747032         1.9443175362E-03         8.1265071839E-03
        58096.4279484997168765       1.0009095684720708       0.0000151094791921         3.3020534626E-04         8.8951809052E-03
        58096.4483840367465746       1.0008178149109201       0.0000151079394773        -9.9954923954E-05         9.0485415117E-03
        58096.4688193740148563       1.0008589199989897       0.0000151075603237        -1.0383247776E-04         5.8857644229E-03
        58096.4892548117495608       1.0009009246036298       0.0000151076364806        -3.2751627295E-04         5.8246788568E-03
        58096.5096903497105814       1.0008012717296442       0.0000151068306494        -5.7401816504E-04         5.7866012820E-03
        58096.5301256880266010       1.0007779002788193       0.0000151058687257        -1.3121930073E-03         3.6214154960E-03
        58096.5505611266926280       1.0007483461962723       0.0000151043197782        -1.3842272065E-03         1.8763566225E-03
        58096.5709966655849712       1.0008907770520259       0.0000151042359216        -2.4055157321E-03         4.0152371646E-04
        58096.5914320049487287       1.0009240868565441       0.0000151029520431        -1.6516784961E-03        -6.6959251905E-04
        58096.6118675445468398       1.0009063523049009       0.0000151008823577        -9.7756743696E-04        -2.8809559611E-03
        58096.6323029844861594       1.0009491508652750       0.0000150993384368        -9.8751415923E-04        -3.6027328555E-03
        58096.6527383247812395       1.0009183562550406       0.0000150976310086        -1.7299936047E-03        -2.2208447308E-03
        58096.6731738653033972       1.0009133583574268       0.0000150955588317        -1.0974295081E-03         1.2330437516E-03
        58096.6936092062969692       1.0008913704166535       0.0000150936352520         1.1291449615E-03         3.6257715541E-03
        58096.7140446475241333       1.0009175933597207       0.0000150922837113         1.8561196759E-03         2.4489248637E-03
        58096.7344801891013049       1.0008592946216899       0.0000150912985783         1.6039835546E-03        -1.7578457222E-03
        58096.7549155310189235       1.0008642377926977       0.0000150905764735         2.2396204005E-03        -2.8481756938E-03
        58096.7753509731774102       1.0007900849514557       0.0000150897526064         1.3307909790E-03        -3.6420061255E-03
