#   size of mask=      69.0000 s
#     mean LC =   4.9610516e+09
#  optimal aperture, jitter correction not done
#   mag=      9.22100
#           time-2400000.0,         flux,         fluxerr    xbarycentre(pixels)  ybarycentre(pixels)   
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       879.34734       44.724173       31.742267       42.556701
        58095.4675730516610201       0.9982523743816039       0.0000142998885382        -4.5628538992E-04         4.4866591419E-04
        58095.4880083899770398       0.9983166973272108       0.0000142995835296        -8.7401085741E-04         4.2964943004E-04
        58095.5084438286430668       0.9984179550423343       0.0000142994708374         2.2216713782E-05        -7.9207894243E-04
        58095.5288793676518253       0.9984943925987276       0.0000142999223950         3.5512506791E-05        -2.4051163406E-05
        58095.5493147068991675       0.9985368170664787       0.0000143002193930        -2.7922497408E-04        -1.0029408504E-03
        58095.5697502466136939       0.9985620622460648       0.0000143005622874        -9.8832318188E-04        -1.5197872382E-03
        58095.5901856865530135       0.9985519444007658       0.0000143010270757        -6.0436675998E-04        -2.5109034669E-03
        58095.6106210268480936       0.9986704415924983       0.0000143020817764         3.4449737874E-04        -1.5505071193E-03
        58095.6310565674939426       0.9986572693978544       0.0000143024814335        -3.2627559049E-04         5.6714163334E-04
        58095.6514920083645848       0.9987464995464885       0.0000143033773390        -4.1542627868E-04         8.6860468597E-04
        58095.6719273497074028       0.9987644488812514       0.0000143036930932         2.8094524969E-04         4.1768602807E-04
        58095.6923628912845743       0.9987759633090713       0.0000143037875343         1.9777511591E-04         4.1120557894E-05
        58095.7127983332029544       0.9987428063909409       0.0000143035503824         1.1454230877E-03        -1.3901545477E-03
        58095.7741046609517070       0.9988566277970171       0.0000143009919189        -4.2105107338E-04        -4.8475505659E-04
        58095.7945401042743470       0.9988899982695646       0.0000143011311675        -1.6294192635E-03        -1.8189664238E-04
        58095.8149755478298175       0.9988924878508227       0.0000143004904130        -1.2941090755E-03        -2.5026644966E-04
        58095.8354109917272581       0.9988937871195281       0.0000142999524536        -1.7135257403E-03         5.0957533833E-04
        58095.8558464358648052       0.9988892082705860       0.0000142997889286        -3.2226265548E-03         8.7929364658E-04
        58095.9171527704820619       0.9986868932156245       0.0000142984633981         2.0507095481E-03         1.2186294072E-03
        58095.9375882160165929       0.9987325611896162       0.0000142983938030         8.5641335810E-04         1.7123584702E-03
        58095.9580236617766786       0.9989514408069069       0.0000142990727388         7.9763341853E-04         1.3909985046E-03
        58095.9784591080097016       0.9989186425305687       0.0000142984009049         1.6491087502E-03        -1.8160613934E-04
        58095.9988945544755552       0.9990232570556519       0.0000142995491957         1.5878818279E-03        -9.7115217406E-05
        58096.0193300012833788       0.9990397252506241       0.0000143000882864         1.1630868455E-03        -1.5909951143E-04
        58096.0397655483320705       0.9990505415581027       0.0000143004673488         1.3569911025E-03        -5.5035455453E-04
        58096.0602008958449005       0.9990694782507981       0.0000143008861127         1.8048447613E-03        -5.2505583556E-04
        58096.0806363435840467       0.9990748694023538       0.0000143010404458         1.2189478653E-03        -1.7176141491E-03
        58096.1010718916804763       0.9990894331120532       0.0000143015917423         5.7513230449E-04        -8.5289264960E-04
        58096.1215072401246289       0.9990628229140103       0.0000143016552554         1.0081035638E-03        -4.2769253022E-04
        58096.1419426887950976       0.9991096384111245       0.0000143015769122         1.8043884789E-03        -5.0531656743E-04
        58096.1623782379392651       0.9991112124551425       0.0000143016225999         1.5756052575E-03        -1.9342816364E-03
        58096.1828135873147403       0.9991571230538964       0.0000143018161046         1.8993352514E-03        -1.1917588783E-03
        58096.2032490369165316       0.9991543659012158       0.0000143017047898         6.6149981631E-04        -6.0648632664E-04
        58096.2236845869920217       0.9991398836196415       0.0000143016076240        -7.8212516947E-04        -2.5032542160E-04
        58096.2849909389551613       0.9992045661604062       0.0000143040023900        -1.1121989535E-03        -6.4381580341E-04
        58096.3054263903104584       0.9992219536865550       0.0000143039712881        -1.5924126573E-03        -3.6871206685E-04
        58096.3258618418913102       0.9992404541856194       0.0000143039177046        -2.8625428698E-03         1.2602913773E-04
        58096.3462972938286839       0.9991970684897945       0.0000143034658921        -2.5349055567E-03        -8.0350318752E-04
        58096.4076036516125896       0.9992526989967627       0.0000143027712201         1.5811069843E-03        -4.1016455516E-04
        58096.4280391048305319       0.9992942299668028       0.0000143035462844         1.6319037989E-03        -3.6120644822E-04
        58096.4484746582747903       0.9993600275560394       0.0000143044349962         1.2144016942E-03        -5.2398806061E-04
        58096.4689100121904630       0.9993671791478207       0.0000143049952661         1.4120246901E-03        -8.1255464659E-04
        58096.4893454663397279       0.9994016927178250       0.0000143053652385         1.7232958100E-03        -9.4022227075E-04
        58096.5097810208317242       0.9993895795419526       0.0000143053423920         1.3158516355E-03        -7.9695979814E-04
        58096.5302163756787195       0.9993582481891357       0.0000143056088693         1.0063416620E-03        -5.8558831995E-04
        58096.5506518307593069       0.9993765039030477       0.0000143059550171         1.8654152126E-03        -1.0055379883E-03
        58096.5710873861826258       0.9994289308441952       0.0000143064049223         1.4923535864E-03        -4.0805797441E-04
        58096.5915227419609437       0.9994445682204774       0.0000143063967328         1.4912880586E-03        -2.1759770961E-03
        58096.6119582980900304       0.9994633139424030       0.0000143063637605         4.5475129870E-04        -1.0166141787E-03
        58096.6323937544439104       0.9994679334405029       0.0000143061488213        -3.4650331111E-04        -8.2965540958E-04
        58096.6528291111535509       0.9994807589175846       0.0000143059713509        -7.4365353890E-04        -7.0974813423E-04
        58096.6732646682066843       0.9995186075826095       0.0000143061319825        -1.6669018558E-03        -5.4837635972E-04
        58096.6937000254984014       0.9995028312699293       0.0000143056240437        -2.9406490593E-03        -6.5912661891E-04
        58096.7141354831401259       0.9995141223095902       0.0000143057236848        -3.9032381844E-03         2.2582682799E-04
        58096.7345710411318578       0.9995212421361326       0.0000143056992610        -3.4308536420E-03        -9.0756692171E-04
        58096.7550063994640368       0.9994880461190836       0.0000143055910184        -2.5001780478E-03        -1.8898999192E-03
        58096.7754418580370839       0.9994066065229705       0.0000143053077505        -3.1598825920E-03        -1.4720242932E-04
        58096.7958774169528624       0.9992895922262445       0.0000143057999508        -2.9800331413E-03        -1.6638458425E-03
        58096.8163127762236400       0.9993089583157246       0.0000143072693713        -2.5487464248E-03        -2.0753761171E-03
        58096.8367482357280096       0.9992971637926716       0.0000143080051521        -5.1121343239E-03         9.3562878932E-04
        58096.8571837955823867       0.9994364050577830       0.0000143101246929        -4.6600229504E-03         1.5148615967E-03
        58096.8980547162136645       0.9996377190838118       0.0000143058566258        -2.7832350336E-03         1.3381731917E-04
        58096.9389256381255109       0.9996473214606360       0.0000143059770723        -3.3845656336E-03        -1.3584680579E-03
        58096.9593610996089410       0.9995823426359165       0.0000143057410931        -2.5910779196E-03        -1.0839856821E-04
        58096.9797965613252018       0.9995147372983254       0.0000143058279704        -3.9797652926E-03         2.4738141244E-04
        58097.0206675857989467       0.9994665828463416       0.0000143084656284        -2.4926391545E-03        -1.8376518784E-03
        58097.0411029484384926       0.9994387102073141       0.0000143090328479        -5.2590343523E-03         1.2110713831E-03
        58097.0615384114353219       0.9995108977053181       0.0000143107971333        -4.0781222609E-03         1.5895254601E-03
        58097.0819739747821586       0.9995508541433087       0.0000143113898230        -5.8412284614E-03         1.8850948977E-03
        58097.1432803664429230       0.9995093428151751       0.0000143088703784         4.1572044829E-03        -2.8410895762E-04
        58097.1637157310615294       0.9994742326790171       0.0000143067974064         2.6604947660E-03         4.7137884352E-04
        58097.1841512959217653       0.9994602647731875       0.0000143048995591         2.8131540167E-03         8.0043105328E-04
        58097.2045867611304857       0.9996966441989631       0.0000143057549658         1.2888466608E-03         9.4850876885E-04
        58097.2250221265712753       0.9996521124903237       0.0000143045457209         2.0237939017E-03         3.3424122302E-04
        58097.2454576923555578       0.9996870682394400       0.0000143046555384         1.2592988296E-03        -6.2153547739E-04
