#   size of mask=       294.0000
#     mean LC =   5.5403477e+09
# full imagette as aperture, jitter correction not done
#   mag=      8.98700
#           time-2400000.0,         flux,         fluxerr    xbarycentre(pixels)  ybarycentre(pixels)   
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       179.13307       98.179046       69.513415       82.012841
        58095.4885082479158882       1.0000795417655146       0.0000137893546483        -1.8828905839E-03         4.6133108600E-03
        58095.5089437559654471       1.0003395354075584       0.0000137905691711        -2.5948016421E-03        -1.8476206295E-03
        58095.5293793643577374       1.0002868581868583       0.0000137905939843        -2.1604455107E-03        -5.8056545574E-03
        58095.5498147728721960       1.0003318624119009       0.0000137901001638        -1.5568828775E-03        -1.2456911307E-03
        58095.5702503817374236       1.0002937492216142       0.0000137891362288        -5.5348178413E-03         1.1645139228E-03
        58095.5906858909438597       1.0002581428687329       0.0000137879997433        -1.1266663249E-02         1.0837671976E-03
        58095.6111213002732256       1.0003090131319976       0.0000137870492575        -8.4722907657E-03         4.0731182921E-03
        58095.6315569099533604       1.0003333045841898       0.0000137856779344        -7.7209643712E-03         6.7915975902E-03
        58095.6519924198582885       1.0001533535442992       0.0000137832931404        -7.8276160013E-03         5.1485208238E-03
        58095.6724278300025617       1.0001297597733882       0.0000137821722785        -1.0625720948E-02         2.2427712565E-03
        58095.6928634404976037       1.0000533701671619       0.0000137804241152        -1.0810645376E-02        -8.2127119279E-04
        58095.7132989512174390       1.0000760258937154       0.0000137797282240        -7.4155732557E-03        -1.0406297644E-02
        58095.7541699734865688       0.9999914689673713       0.0000137725508948        -2.8447637491E-03        -1.9927132945E-02
        58095.7746054850213113       0.9999508537479894       0.0000137693215714        -2.7919306350E-03        -2.3065823094E-02
        58095.7950409967961605       0.9998648083651991       0.0000137692436359        -2.5818267384E-03        -2.4835320424E-02
        58095.8563475337432465       0.9998067892021256       0.0000137668675356        -4.4406670729E-03        -2.2632779130E-02
        58095.9585251005191822       1.0001394882661025       0.0000137735600888         6.9249764314E-03         4.4701898617E-03
        58095.9789606147387531       1.0000856657176214       0.0000137731369529         6.1692698316E-03         7.7404178710E-04
        58095.9993961291911546       1.0002046063452619       0.0000137741015342         4.9569198524E-03         9.7780957022E-04
        58096.0198316438691108       1.0002822064981705       0.0000137756983719         3.8353938413E-03        -1.5495888172E-03
        58096.0402672587879351       1.0000931576713605       0.0000137738232645         8.0693763881E-04        -2.0052287059E-03
        58096.0607026740544825       0.9999716828207673       0.0000137722279082         1.7582403734E-03         2.9477697980E-03
        58096.0811381894309307       1.0000618065751468       0.0000137702813016         2.3664781311E-03         5.7335713334E-03
        58096.1015738052810775       1.0000567402352509       0.0000137695659058         1.6713202513E-03         3.5969070368E-03
        58096.1220092212461168       0.9999867433167241       0.0000137671964752        -5.1995237277E-04         2.1820520073E-03
        58096.1424447374374722       1.0000398358844669       0.0000137655302532        -2.5167391373E-03         3.2563352354E-03
        58096.1628803539861110       1.0000233297621222       0.0000137674003052        -6.4888419245E-04        -2.7800178569E-03
        58096.1833157707660575       0.9999669010389683       0.0000137664540648         3.9011941816E-03        -7.3106906718E-03
        58096.2037512877723202       0.9999203066239167       0.0000137661768935         4.9120574819E-03        -8.3071578053E-03
        58096.2241869051358663       0.9999218975133370       0.0000137662864612         4.9248931984E-03        -8.6980667280E-03
        58096.2446223227307200       0.9998405447817604       0.0000137683928624         5.5511995646E-03        -1.0453760187E-02
        58096.2854934586139279       0.9996217178787917       0.0000137681645045        -1.5115534906E-03        -9.2807312673E-03
        58096.3059289769080351       0.9994904403361284       0.0000137685453642        -5.5313102551E-04        -1.0268903092E-02
        58096.3263644955441123       0.9994308199045717       0.0000137694940333         1.6795726642E-04        -1.0411003727E-02
        58096.3468000144202961       0.9996879790876304       0.0000137722998884         2.2521424560E-03        -1.2295127182E-02
        58096.4081065725549706       1.0002308142006471       0.0000137806644698         2.6863571944E-03        -1.5279450327E-04
        58096.4285420924788923       0.9999647767024258       0.0000137781542921         1.2657410170E-03         3.0568323306E-03
        58096.4489777126291301       1.0001091413058132       0.0000137779590424         3.1838584501E-03         7.9488993028E-03
        58096.4694131330179516       1.0000980326216957       0.0000137773292414         2.4595348186E-03         6.3915899149E-03
        58096.4898486536403652       1.0000687465830085       0.0000137772304885         2.2974418795E-03         6.3965306038E-03
        58096.5102842746055103       1.0000427783364763       0.0000137767561690         1.3503762471E-03         7.0270564460E-03
        58096.5307196958092391       0.9999122324411097       0.0000137746736382        -1.3438022986E-03         6.3809991831E-03
        58096.5511552172465599       1.0000542969801867       0.0000137740688659        -2.7283105475E-03         5.8304324160E-03
        58096.5715908389101969       1.0000601027523683       0.0000137731393001        -3.2549212256E-03         6.3840013354E-03
        58096.5920262608124176       0.9999773643767412       0.0000137721104868         5.0505057027E-04         1.1602629085E-03
        58096.6124618830654072       0.9998772436957299       0.0000137715909089         1.7492462880E-03         1.5145094862E-04
        58096.6328974055431900       0.9999961349353901       0.0000137723790930         1.9198498868E-03        -9.5915528954E-04
        58096.6533328282603179       0.9998196828689382       0.0000137717195532        -1.5899001650E-03        -3.2902546813E-03
        58096.6737684512045234       0.9999140795529580       0.0000137732453970        -3.8485303695E-03        -2.1915781305E-03
        58096.6942038745037280       0.9997936659980770       0.0000137732859283        -3.2016594314E-03        -7.3958145495E-04
        58096.7146393979201093       0.9997573148999660       0.0000137740241920        -2.4751687578E-03        -5.4500399336E-03
        58096.7350750216864981       0.9999776168650655       0.0000137758234348        -5.4823414697E-03        -8.2593172097E-03
        58096.7555104456769186       0.9996410693749161       0.0000137747604660        -4.2705868372E-03        -1.1081397990E-02
        58096.7759459699082072       0.9997729926232761       0.0000137767921190        -6.3689732124E-03        -1.1661910342E-02
        58096.7963815944822272       0.9996220833281858       0.0000137773226662        -6.9061973566E-03        -5.7801544133E-03
        58096.8168170191784156       0.9997613106755717       0.0000137786713970        -5.6597623749E-03        -8.3475640058E-03
        58096.8372525442246115       0.9999166323290173       0.0000137798803841        -1.0005814334E-02        -1.3277840992E-02
        58096.8576881695043994       0.9998997724621521       0.0000137791137729        -1.1315200739E-02        -1.3169193219E-02
        58096.8985592207536683       0.9999655764869273       0.0000137724529089        -3.0706238132E-03        -7.0575846826E-04
        58096.9189947468403261       0.9997845822341186       0.0000137721627226        -5.1262023121E-03        -7.2256548190E-03
        58096.9394302730506752       0.9997331291170184       0.0000137728538468        -6.4787106491E-03        -9.7030165962E-03
        58096.9598657996102702       0.9997550657855790       0.0000137746737496        -4.5651057916E-03        -9.7622703926E-03
        58096.9803013264026958       0.9998306369272344       0.0000137765724272        -7.9262633889E-03        -9.5475865771E-03
        58097.0211724806795246       0.9998530937144814       0.0000137802003000        -6.4366337281E-03        -6.7673859723E-03
        58097.0416079082788201       0.9999337515446232       0.0000137809621056        -1.1039610425E-02        -1.1861266318E-02
        58097.0620434360025683       0.9999085279431185       0.0000137805353353        -1.2136086231E-02        -1.2654861300E-02
        58097.0824790640763240       0.9998009417978156       0.0000137802784536        -1.2323651275E-02        -4.4120927323E-03
        58097.1437856496850145       0.9997967022720343       0.0000137743280179         6.0229513775E-03         9.3167475713E-03
        58097.1642210786812939       0.9997794830113564       0.0000137748604382         5.8132322096E-03         1.3498227145E-02
        58097.1846567080356181       0.9997301481947961       0.0000137752865315         4.8835498027E-03         1.5447722652E-02
        58097.2050922376220115       0.9997266799449918       0.0000137751596386         1.9802834379E-03         1.3808437648E-02
        58097.2255276673240587       0.9997696529237247       0.0000137748252219         1.2454645715E-03         9.9466992706E-03
        58097.2459632973695989       0.9999945448400842       0.0000137752089476        -2.3228276209E-03         4.1288878867E-03
        58097.2663988276544842       1.0000424908903536       0.0000137730923100        -1.6546006402E-03         5.4724157237E-03
        58097.2868343582813395       0.9999575367952951       0.0000137709223650        -1.0445715401E-03         7.2396250589E-03
        58097.3072698890318861       0.9999484711467139       0.0000137687305057        -4.1333559737E-03         6.5432679867E-03
        58097.3277054200152634       1.0000355911764254       0.0000137679255551        -5.2793418071E-03         7.6190388268E-03
        58097.3481409513406106       0.9999337751944338       0.0000137662058716        -3.3291168912E-03         5.4830637971E-03
        58097.3890120145879337       0.9997227136099420       0.0000137674358625        -1.0840650648E-03         7.5693949400E-03
        58097.4094475466117729       0.9997863712265633       0.0000137668120071        -1.7356668267E-03         6.7754952639E-03
        58097.4298830789921340       0.9999273548406674       0.0000137664971795        -2.1237473444E-03         5.9079475801E-03
        58097.4503186114889104       0.9998233692680338       0.0000137650412797        -2.4038197133E-03         4.6267258237E-03
        58097.5524962776835309       0.9998395039918091       0.0000137623905983        -2.0625112713E-03         6.6279214362E-03
        58097.5729318116937065       0.9998191136012947       0.0000137623595149        -2.9852976443E-04         5.6652780183E-03
