time	flux	sflux
----	----	-----
58100.137705	0.999739	0.000017
58100.403367	0.999746	0.000017
58100.628159	0.999881	0.000015
58100.904039	0.999856	0.000018
58101.139048	0.999943	0.000015
58101.394493	1.000082	0.000016
58101.649938	0.999959	0.000017
58101.884948	0.999870	0.000018
58102.119957	0.999985	0.000015
58102.395838	0.999946	0.000016
58102.600194	0.999987	0.000018
58102.855639	0.999903	0.000019
58103.131519	0.999858	0.000016
58103.397182	1.000076	0.000016
58103.611756	1.000232	0.000017
58103.846766	1.000199	0.000018
58104.102211	1.000199	0.000017
58104.378092	1.000115	0.000015
58104.613102	1.000235	0.000017
58104.858329	1.000153	0.000017
58105.113774	1.000134	0.000016
58105.379437	0.999899	0.000015
58105.614447	0.999989	0.000017
58105.880110	1.000120	0.000015
58106.115120	1.000419	0.000016
58106.360348	1.000614	0.000018
58106.901892	0.999603	0.000019
58107.106248	0.999788	0.000017
58107.351476	1.000011	0.000017
58107.627357	1.000096	0.000015
58107.872585	1.000083	0.000018
58108.097377	1.000048	0.000018
58108.373258	1.000042	0.000015
58108.608268	0.999877	0.000016
58108.884149	0.999839	0.000017
58109.139595	0.999739	0.000017
58109.374605	0.999802	0.000017
58109.650486	0.999804	0.000016
58109.885496	0.999741	0.000015
58110.151159	0.999824	0.000017
58110.396387	0.999813	0.000017
58110.662051	0.999887	0.000017
58110.907279	0.999908	0.000017
58111.142289	0.999838	0.000016
58111.397734	0.999842	0.000017
58111.642962	0.999942	0.000017
58111.877972	0.999919	0.000015
58112.153854	0.999887	0.000017
58112.399082	0.999828	0.000017
58112.654527	0.999845	0.000018
58112.909973	0.999839	0.000017
58113.144983	1.000004	0.000016
58113.379993	1.000110	0.000017
58113.625221	1.000132	0.000017
58113.901103	1.000106	0.000017
58114.156548	1.000055	0.000017
58114.401776	1.000094	0.000017
58114.595915	1.000081	0.000020
58114.902450	1.000056	0.000018
58115.137460	1.000108	0.000017
58115.392906	1.000140	0.000016
58115.617698	1.000156	0.000016
58115.873144	1.000178	0.000017
58116.138808	1.000177	0.000015
58116.322729	0.999977	0.000022
58116.619046	1.000080	0.000018
58116.874492	1.000021	0.000017
58117.109502	1.000016	0.000016
58117.385383	1.000036	0.000015
58117.610176	1.000027	0.000017
58117.865621	0.999868	0.000016
58118.110849	0.999881	0.000016
58118.386731	1.000292	0.000015
58118.601305	1.000205	0.000018
58118.795444	0.999962	0.000027
58119.173504	0.999818	0.000020
58119.357425	1.000019	0.000016
58119.633306	1.000031	0.000015
58119.858099	1.000067	0.000017
58120.103327	1.000079	0.000017
58120.358772	1.000075	0.000016
58120.624436	1.000147	0.000016
58120.798139	1.000063	0.000026
58121.125110	0.999995	0.000015
58121.380555	1.000081	0.000015
58121.625783	1.000048	0.000016
58121.881229	0.999960	0.000017
58122.116239	1.000018	0.000016
58122.371684	0.999991	0.000017
58122.647566	0.999957	0.000016
58122.892794	0.999832	0.000016
58123.127804	1.000041	0.000015
58123.373032	1.000004	0.000015
58123.648913	0.999944	0.000016
58123.904358	0.999975	0.000017
58124.129150	1.000041	0.000015
58124.394814	0.999993	0.000017
58124.650259	0.999993	0.000016
58124.956794	1.000079	0.000023
58125.120279	1.000154	0.000016
58125.396160	1.000051	0.000017
58125.641388	1.000015	0.000015
58125.907051	0.999883	0.000017
58126.152279	0.999900	0.000017
58126.397507	1.000016	0.000017
58126.663170	1.000135	0.000019
58126.877744	1.000249	0.000016
58127.122972	1.000097	0.000016
58127.398853	1.000221	0.000017
58127.633862	1.000225	0.000016
58127.899525	1.000177	0.000016
58128.124317	0.999664	0.000017
58128.379763	0.999837	0.000017
58128.635208	0.999717	0.000016
58128.870217	0.998523	0.000017
58129.135880	0.997734	0.000015
58129.360672	0.996747	0.000017
58129.646771	1.000142	0.000017
58129.871562	1.000020	0.000015
58130.127008	1.000374	0.000015
58130.382453	0.999996	0.000015
58130.617462	0.999839	0.000016
58130.872907	1.000034	0.000015
58131.128352	1.000054	0.000015
58131.383797	1.000153	0.000015
58131.629024	1.000075	0.000015
58131.874251	1.000166	0.000015
58132.129696	1.000020	0.000015
58132.385141	0.999923	0.000015
58132.620150	0.999953	0.000016
58132.885813	0.999990	0.000016
58133.131040	0.999990	0.000015
58133.386484	0.999906	0.000015
58133.631711	0.999900	0.000015
58133.876938	0.999854	0.000015
58134.101729	0.999872	0.000017
58134.387827	0.999838	0.000015
58134.622836	0.999948	0.000016
58134.847627	0.999858	0.000017
58135.103072	0.999900	0.000017
58135.399387	1.000010	0.000016
58135.634396	0.999909	0.000015
58135.879623	0.999773	0.000015
58136.145285	0.999699	0.000017
58136.380294	0.999743	0.000014
58136.656173	0.999831	0.000017
58136.880964	0.999872	0.000015
58137.146626	0.999893	0.000017
58137.371417	0.999883	0.000015
58137.647297	0.999704	0.000016
58137.882305	0.999755	0.000015
58138.127531	0.999904	0.000015
58138.372757	0.999943	0.000015
58138.638419	0.999938	0.000015
58138.883645	0.999920	0.000015
58139.118654	1.000086	0.000016
58139.374097	1.000143	0.000015
58139.649977	1.000080	0.000016
58139.884985	1.000216	0.000015
58140.160864	1.000181	0.000017
58140.375436	1.000381	0.000015
58140.651315	1.000294	0.000016
58140.886324	1.000466	0.000015
58141.131549	1.000148	0.000015
58141.386993	1.000362	0.000016
58141.622001	1.000285	0.000015
58141.857008	1.000148	0.000017
58142.143105	1.000587	0.000016
58142.367895	1.000413	0.000017
58142.633556	1.000502	0.000016
58142.878781	1.000293	0.000014
58143.113789	1.000184	0.000017
58143.379449	1.000329	0.000015
58143.634892	1.000173	0.000016
58143.880118	0.999978	0.000014
58144.104907	0.999883	0.000017
58144.370568	0.999951	0.000016
58144.595357	0.999997	0.000017
58144.850800	1.000068	0.000017
58145.126678	1.000054	0.000014
58145.361685	0.999927	0.000017
58145.627346	0.999991	0.000015
58145.872570	0.999824	0.000015
58146.107577	0.999909	0.000016
58146.373237	0.999793	0.000016
58146.628680	0.999828	0.000015
58146.853469	0.999906	0.000017
58147.119129	0.999861	0.000015
58147.384788	0.999908	0.000017
58147.630013	0.999976	0.000015
58147.865019	0.999952	0.000016
58148.140897	0.999865	0.000015
58148.386121	0.999895	0.000017
58148.631345	0.999896	0.000015
58148.825481	0.999945	0.000020
58149.111575	0.999906	0.000017
58149.397670	0.999848	0.000016
58149.632676	0.999904	0.000015
58149.898335	0.999796	0.000017
58150.123124	0.999990	0.000015
58150.399001	1.000072	0.000016
58150.634007	1.000199	0.000015
58150.899665	1.000139	0.000017
58151.124454	1.000291	0.000015
58151.410548	0.999934	0.000017
58151.635336	1.000212	0.000015
58151.870342	1.000398	0.000016
58152.136000	1.000250	0.000016
58152.391441	1.000051	0.000017
